Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
18/04/2021,17:05,Bordeaux,Monaco,0,3,A
18/04/2021,21:00,Nantes,Lyon,1,2,A
23/04/2021,21:00,Reims,Marseille,1,3,A
24/04/2021,13:00,Saint-Etienne,Brest,1,2,A
24/04/2021,17:00,Metz,PSG,1,3,A
25/04/2021,13:00,Nice,Montpellier,3,1,H
25/04/2021,15:00,Lens,Nimes,2,1,H
25/04/2021,,Lorient,Bordeaux,4,1,H
25/04/2021,,Rennes,Dijon,5,1,H
25/04/2021,,Strasbourg,Nantes,1,2,A
25/04/2021,17:05,Angers,Monaco,0,1,A
25/04/2021,21:00,Lyon,Lille,2,3,A
30/04/2021,21:00,Marseille,Strasbourg,1,1,D
01/05/2021,17:00,PSG,Lens,2,1,H
01/05/2021,21:00,Lille,Nice,2,0,H
02/05/2021,13:00,Bordeaux,Rennes,1,0,H
02/05/2021,15:00,Brest,Nantes,1,4,A
02/05/2021,,Dijon,Metz,1,5,A
02/05/2021,,Lorient,Angers,2,0,H
02/05/2021,,Nimes,Reims,2,2,D
02/05/2021,17:05,Montpellier,Saint-Etienne,1,2,A
02/05/2021,21:00,Monaco,Lyon,2,3,A
07/05/2021,21:00,Lens,Lille,0,3,A
08/05/2021,13:00,Nantes,Bordeaux,3,0,H
08/05/2021,17:00,Lyon,Lorient,4,1,H
09/05/2021,13:00,Saint-Etienne,Marseille,1,0,H
09/05/2021,15:00,Angers,Dijon,3,0,H
09/05/2021,,Metz,Nimes,0,3,A
09/05/2021,,Nice,Brest,3,2,H
09/05/2021,,Strasbourg,Montpellier,2,3,A
09/05/2021,17:05,Reims,Monaco,0,1,A
09/05/2021,21:00,Rennes,PSG,1,1,D
16/05/2021,21:00,Bordeaux,Lens,3,0,H
16/05/2021,,Dijon,Nantes,0,4,A
16/05/2021,,Lille,Saint-Etienne,0,0,D
16/05/2021,,Lorient,Metz,2,1,H
16/05/2021,,Marseille,Angers,3,2,H
16/05/2021,,Monaco,Rennes,2,1,H
16/05/2021,,Montpellier,Brest,0,0,D
16/05/2021,,Nice,Strasbourg,0,2,A
16/05/2021,,Nimes,Lyon,2,5,A
16/05/2021,,PSG,Reims,4,0,H
23/05/2021,21:00,Angers,Lille,1,2,A
23/05/2021,,Brest,PSG,0,2,A
23/05/2021,,Lens,Monaco,0,0,D
23/05/2021,,Lyon,Nice,2,3,A
23/05/2021,,Metz,Marseille,1,1,D
23/05/2021,,Nantes,Montpellier,1,2,A
23/05/2021,,Reims,Bordeaux,1,2,A
23/05/2021,,Rennes,Nimes,2,0,H
23/05/2021,,Saint-Etienne,Dijon,0,1,A
23/05/2021,,Strasbourg,Lorient,1,1,D
06/08/2021,21:00,Monaco,Nantes,1,1,D
07/08/2021,17:00,Lyon,Brest,1,1,D
07/08/2021,21:00,Troyes,PSG,1,2,A
08/08/2021,13:00,Rennes,Lens,1,1,D
08/08/2021,15:00,Saint-Etienne,Lorient,1,1,D
08/08/2021,,Bordeaux,Clermont,0,2,A
08/08/2021,,Nice,Reims,0,0,D
08/08/2021,,Strasbourg,Angers,0,2,A
08/08/2021,17:00,Metz,Lille,3,3,D
08/08/2021,20:45,Montpellier,Marseille,2,3,A
13/08/2021,21:00,Lorient,Monaco,1,0,H
14/08/2021,17:00,Lille,Nice,0,4,A
14/08/2021,21:00,PSG,Strasbourg,4,2,H
15/08/2021,13:00,Angers,Lyon,3,0,H
15/08/2021,15:00,Clermont,Troyes,2,0,H
15/08/2021,,Nantes,Metz,2,0,H
15/08/2021,,Brest,Rennes,1,1,D
15/08/2021,,Reims,Montpellier,3,3,D
15/08/2021,17:00,Lens,Saint-Etienne,2,2,D
15/08/2021,20:45,Marseille,Bordeaux,2,2,D
20/08/2021,21:00,Brest,PSG,2,4,A
21/08/2021,17:00,Monaco,Lens,0,2,A
21/08/2021,21:00,Saint-Etienne,Lille,1,1,D
22/08/2021,13:00,Lyon,Clermont,3,3,D
22/08/2021,15:00,Metz,Reims,1,1,D
22/08/2021,,Bordeaux,Angers,1,1,D
22/08/2021,,Montpellier,Lorient,3,1,H
22/08/2021,,Strasbourg,Troyes,1,1,D
22/08/2021,17:00,Rennes,Nantes,1,0,H
27/10/2021,21:00,Nice,Marseille,1,1,D
27/08/2021,21:00,Nantes,Lyon,0,1,A
28/08/2021,17:00,Nice,Bordeaux,4,0,H
28/08/2021,21:00,Marseille,Saint-Etienne,3,1,H
29/08/2021,13:00,Troyes,Monaco,1,2,A
29/08/2021,15:00,Clermont,Metz,2,2,D
29/08/2021,,Strasbourg,Brest,3,1,H
29/08/2021,,Lens,Lorient,2,2,D
29/08/2021,,Angers,Rennes,2,0,H
29/08/2021,17:00,Lille,Montpellier,2,1,H
29/08/2021,20:45,Reims,PSG,0,2,A
10/09/2021,21:00,Lorient,Lille,2,1,H
11/09/2021,17:00,PSG,Clermont,4,0,H
11/09/2021,21:00,Monaco,Marseille,0,2,A
12/09/2021,13:00,Montpellier,Saint-Etienne,2,0,H
12/09/2021,15:00,Metz,Troyes,0,2,A
12/09/2021,,Bordeaux,Lens,2,3,A
12/09/2021,,Brest,Angers,1,1,D
12/09/2021,,Rennes,Reims,0,2,A
12/09/2021,17:00,Nantes,Nice,0,2,A
12/09/2021,20:45,Lyon,Strasbourg,3,1,H
17/09/2021,21:00,Strasbourg,Metz,3,0,H
18/09/2021,17:00,Lens,Lille,1,0,H
18/09/2021,21:00,Saint-Etienne,Bordeaux,1,2,A
19/09/2021,13:00,Nice,Monaco,2,2,D
19/09/2021,15:00,Clermont,Brest,1,1,D
19/09/2021,,Troyes,Montpellier,1,1,D
19/09/2021,,Angers,Nantes,1,4,A
19/09/2021,,Reims,Lorient,0,0,D
19/09/2021,17:00,Marseille,Rennes,2,0,H
19/09/2021,20:45,PSG,Lyon,2,1,H
22/09/2021,19:00,Monaco,Saint-Etienne,3,1,H
22/09/2021,,Nantes,Brest,3,1,H
22/09/2021,,Montpellier,Bordeaux,3,3,D
22/09/2021,,Lille,Reims,2,1,H
22/09/2021,,Rennes,Clermont,6,0,H
22/09/2021,21:00,Lorient,Nice,1,0,H
22/09/2021,,Metz,PSG,1,2,A
22/09/2021,,Lyon,Troyes,3,1,H
22/09/2021,,Lens,Strasbourg,0,1,A
22/09/2021,,Angers,Marseille,0,0,D
25/09/2021,17:00,Saint-Etienne,Nice,0,3,A
25/09/2021,19:00,Strasbourg,Lille,1,2,A
25/09/2021,21:00,Lyon,Lorient,1,1,D
25/09/2021,,PSG,Montpellier,2,0,H
26/09/2021,13:00,Bordeaux,Rennes,1,1,D
26/09/2021,15:00,Troyes,Angers,1,1,D
26/09/2021,,Brest,Metz,1,2,A
26/09/2021,,Reims,Nantes,3,1,H
26/09/2021,17:00,Clermont,Monaco,1,3,A
26/09/2021,20:45,Marseille,Lens,2,3,A
01/10/2021,21:00,Lens,Reims,2,0,H
02/10/2021,17:00,Montpellier,Strasbourg,1,1,D
02/10/2021,21:00,Nice,Brest,2,1,H
03/10/2021,13:00,Rennes,PSG,2,0,H
03/10/2021,15:00,Monaco,Bordeaux,3,0,H
03/10/2021,,Lorient,Clermont,1,1,D
03/10/2021,,Nantes,Troyes,2,0,H
03/10/2021,,Angers,Metz,3,2,H
03/10/2021,17:00,Lille,Marseille,2,0,H
03/10/2021,20:45,Saint-Etienne,Lyon,1,1,D
15/10/2021,21:00,PSG,Angers,2,1,H
16/10/2021,17:00,Clermont,Lille,1,0,H
16/10/2021,21:00,Lyon,Monaco,2,0,H
17/10/2021,13:00,Troyes,Nice,1,0,H
17/10/2021,15:00,Metz,Rennes,0,3,A
17/10/2021,,Bordeaux,Nantes,1,1,D
17/10/2021,,Strasbourg,Saint-Etienne,5,1,H
17/10/2021,,Brest,Reims,1,1,D
17/10/2021,17:00,Montpellier,Lens,1,0,H
17/10/2021,20:45,Marseille,Lorient,4,1,H
22/10/2021,21:00,Saint-Etienne,Angers,2,2,D
23/10/2021,17:00,Nantes,Clermont,2,1,H
23/10/2021,21:00,Lille,Brest,1,1,D
24/10/2021,13:00,Nice,Lyon,3,2,H
24/10/2021,15:00,Lorient,Bordeaux,1,1,D
24/10/2021,,Lens,Metz,4,1,H
24/10/2021,,Reims,Troyes,1,2,A
24/10/2021,,Rennes,Strasbourg,1,0,H
24/10/2021,17:00,Monaco,Montpellier,3,1,H
24/10/2021,20:45,Marseille,PSG,0,0,D
29/10/2021,21:00,PSG,Lille,2,1,H
30/10/2021,17:00,Metz,Saint-Etienne,1,1,D
30/10/2021,21:00,Lyon,Lens,2,1,H
31/10/2021,13:00,Angers,Nice,1,2,A
31/10/2021,15:00,Troyes,Rennes,2,2,D
31/10/2021,,Bordeaux,Reims,3,2,H
31/10/2021,,Montpellier,Nantes,2,0,H
31/10/2021,,Strasbourg,Lorient,4,0,H
31/10/2021,17:00,Brest,Monaco,2,0,H
31/10/2021,20:45,Clermont,Marseille,0,1,A
05/11/2021,21:00,Lens,Troyes,4,0,H
06/11/2021,17:00,Lille,Angers,1,1,D
06/11/2021,21:00,Bordeaux,PSG,2,3,A
07/11/2021,13:00,Marseille,Metz,0,0,D
07/11/2021,15:00,Saint-Etienne,Clermont,3,2,H
07/11/2021,,Lorient,Brest,1,2,A
07/11/2021,,Nantes,Strasbourg,2,2,D
07/11/2021,,Reims,Monaco,0,0,D
07/11/2021,17:00,Nice,Montpellier,0,1,A
07/11/2021,20:45,Rennes,Lyon,4,1,H
19/11/2021,21:00,Monaco,Lille,2,2,D
20/11/2021,17:00,PSG,Nantes,3,1,H
20/11/2021,21:00,Rennes,Montpellier,2,0,H
21/11/2021,13:00,Brest,Lens,4,0,H
21/11/2021,15:00,Troyes,Saint-Etienne,0,1,A
21/11/2021,,Metz,Bordeaux,3,3,D
21/11/2021,,Strasbourg,Reims,1,1,D
21/11/2021,,Angers,Lorient,1,0,H
21/11/2021,17:00,Clermont,Nice,1,2,A
01/02/2022,21:00,Lyon,Marseille,2,1,H
26/11/2021,21:00,Lens,Angers,2,2,D
27/11/2021,17:00,Lille,Nantes,1,1,D
27/11/2021,21:00,Nice,Metz,0,1,A
28/11/2021,13:00,Saint-Etienne,PSG,1,3,A
28/11/2021,15:00,Monaco,Strasbourg,1,1,D
28/11/2021,,Lorient,Rennes,0,2,A
28/11/2021,,Bordeaux,Brest,1,2,A
28/11/2021,,Reims,Clermont,1,0,H
28/11/2021,17:00,Montpellier,Lyon,0,1,A
28/11/2021,20:45,Marseille,Troyes,1,0,H
01/12/2021,19:00,Troyes,Lorient,2,0,H
01/12/2021,,Metz,Montpellier,1,3,A
01/12/2021,,Strasbourg,Bordeaux,5,2,H
01/12/2021,,Angers,Monaco,1,3,A
01/12/2021,,Brest,Saint-Etienne,1,0,H
01/12/2021,21:00,Clermont,Lens,2,2,D
01/12/2021,,Nantes,Marseille,0,1,A
01/12/2021,,Lyon,Reims,1,2,A
01/12/2021,,PSG,Nice,0,0,D
01/12/2021,,Rennes,Lille,1,2,A
04/12/2021,17:00,Marseille,Brest,1,2,A
04/12/2021,19:00,Lille,Troyes,2,1,H
04/12/2021,21:00,Lens,PSG,1,1,D
05/12/2021,13:00,Saint-Etienne,Rennes,0,5,A
05/12/2021,15:00,Monaco,Metz,4,0,H
05/12/2021,,Lorient,Nantes,0,1,A
05/12/2021,,Montpellier,Clermont,1,0,H
05/12/2021,,Reims,Angers,1,2,A
05/12/2021,17:00,Nice,Strasbourg,0,3,A
05/12/2021,20:45,Bordeaux,Lyon,2,2,D
10/12/2021,21:00,Nantes,Lens,3,2,H
11/12/2021,17:00,Brest,Montpellier,0,4,A
11/12/2021,21:00,Reims,Saint-Etienne,2,0,H
12/12/2021,13:00,Lille,Lyon,0,0,D
12/12/2021,15:00,Troyes,Bordeaux,1,2,A
12/12/2021,,Metz,Lorient,4,1,H
12/12/2021,,Angers,Clermont,0,1,A
12/12/2021,,Rennes,Nice,1,2,A
12/12/2021,17:00,Strasbourg,Marseille,0,2,A
12/12/2021,20:45,PSG,Monaco,2,0,H
22/12/2021,21:00,Monaco,Rennes,2,1,H
22/12/2021,,Saint-Etienne,Nantes,0,1,A
22/12/2021,,Troyes,Brest,1,1,D
22/12/2021,,Lorient,PSG,1,1,D
22/12/2021,,Bordeaux,Lille,2,3,A
22/12/2021,,Montpellier,Angers,4,1,H
22/12/2021,,Nice,Lens,2,1,H
22/12/2021,,Lyon,Metz,1,1,D
22/12/2021,,Marseille,Reims,1,1,D
19/01/2022,19:00,Clermont,Strasbourg,0,2,A
07/01/2022,21:00,Bordeaux,Marseille,0,1,A
08/01/2022,21:00,Lens,Rennes,1,0,H
09/01/2022,13:00,Brest,Nice,0,3,A
09/01/2022,15:00,Clermont,Reims,0,0,D
09/01/2022,,Metz,Strasbourg,0,2,A
09/01/2022,17:00,Nantes,Monaco,0,0,D
09/01/2022,20:45,Lyon,PSG,1,1,D
19/01/2022,19:00,Montpellier,Troyes,0,1,A
19/01/2022,,Lille,Lorient,3,1,H
26/01/2022,19:00,Angers,Saint-Etienne,0,1,A
14/01/2022,21:00,Nice,Nantes,2,1,H
15/01/2022,17:00,Saint-Etienne,Lens,1,2,A
15/01/2022,21:00,PSG,Brest,2,0,H
16/01/2022,13:00,Rennes,Bordeaux,6,0,H
16/01/2022,15:00,Monaco,Clermont,4,0,H
16/01/2022,,Lorient,Angers,0,0,D
16/01/2022,,Strasbourg,Montpellier,3,1,H
16/01/2022,,Reims,Metz,0,1,A
16/01/2022,17:05,Troyes,Lyon,0,1,A
16/01/2022,20:45,Marseille,Lille,1,1,D
21/01/2022,21:00,Lyon,Saint-Etienne,1,0,H
22/01/2022,17:00,Brest,Lille,2,0,H
22/01/2022,21:00,Lens,Marseille,0,2,A
23/01/2022,13:00,Metz,Nice,0,2,A
23/01/2022,15:00,Clermont,Rennes,2,1,H
23/01/2022,,Nantes,Lorient,4,2,H
23/01/2022,,Bordeaux,Strasbourg,4,3,H
23/01/2022,,Angers,Troyes,2,1,H
23/01/2022,17:05,Montpellier,Monaco,3,2,H
23/01/2022,20:45,PSG,Reims,4,0,H
04/02/2022,21:00,Marseille,Angers,5,2,H
05/02/2022,17:00,Saint-Etienne,Montpellier,3,1,H
05/02/2022,21:00,Monaco,Lyon,2,0,H
06/02/2022,13:00,Lorient,Lens,2,0,H
06/02/2022,15:00,Troyes,Metz,0,0,D
06/02/2022,,Nice,Clermont,0,1,A
06/02/2022,,Strasbourg,Nantes,1,0,H
06/02/2022,,Reims,Bordeaux,5,0,H
06/02/2022,17:00,Rennes,Brest,2,0,H
06/02/2022,20:45,Lille,PSG,1,5,A
11/02/2022,21:00,PSG,Rennes,1,0,H
12/02/2022,17:00,Montpellier,Lille,0,1,A
12/02/2022,21:00,Lyon,Nice,2,0,H
13/02/2022,13:00,Monaco,Lorient,0,0,D
13/02/2022,15:00,Clermont,Saint-Etienne,1,2,A
13/02/2022,,Nantes,Reims,1,0,H
13/02/2022,,Angers,Strasbourg,0,1,A
13/02/2022,,Brest,Troyes,5,1,H
13/02/2022,17:05,Lens,Bordeaux,3,2,H
13/02/2022,20:45,Metz,Marseille,1,2,A
18/02/2022,21:00,Lille,Metz,0,0,D
19/02/2022,17:00,Lens,Lyon,1,1,D
19/02/2022,21:00,Nantes,PSG,3,1,H
20/02/2022,13:00,Nice,Angers,1,0,H
20/02/2022,15:00,Saint-Etienne,Strasbourg,2,2,D
20/02/2022,,Lorient,Montpellier,0,1,A
20/02/2022,,Reims,Brest,1,1,D
20/02/2022,,Rennes,Troyes,4,1,H
20/02/2022,17:05,Bordeaux,Monaco,1,1,D
20/02/2022,20:45,Marseille,Clermont,0,2,A
25/02/2022,21:00,Montpellier,Rennes,2,4,A
26/02/2022,17:00,Strasbourg,Nice,0,0,D
26/02/2022,21:00,PSG,Saint-Etienne,3,1,H
27/02/2022,13:00,Monaco,Reims,1,2,A
27/02/2022,15:00,Clermont,Bordeaux,1,1,D
27/02/2022,,Metz,Nantes,0,0,D
27/02/2022,,Angers,Lens,1,2,A
27/02/2022,,Brest,Lorient,0,1,A
27/02/2022,17:05,Troyes,Marseille,1,1,D
27/02/2022,20:45,Lyon,Lille,0,1,A
04/03/2022,21:00,Lorient,Lyon,1,4,A
05/03/2022,17:00,Lens,Brest,0,1,A
05/03/2022,21:00,Nice,PSG,1,0,H
06/03/2022,13:00,Saint-Etienne,Metz,1,0,H
06/03/2022,15:00,Nantes,Montpellier,2,0,H
06/03/2022,,Bordeaux,Troyes,0,2,A
06/03/2022,,Reims,Strasbourg,1,1,D
06/03/2022,,Rennes,Angers,2,0,H
06/03/2022,17:05,Lille,Clermont,4,0,H
06/03/2022,20:45,Marseille,Monaco,0,1,A
11/03/2022,21:00,Lille,Saint-Etienne,0,0,D
12/03/2022,17:00,Montpellier,Nice,0,0,D
12/03/2022,21:00,Troyes,Nantes,1,0,H
13/03/2022,13:00,PSG,Bordeaux,3,0,H
13/03/2022,15:00,Clermont,Lorient,0,2,A
13/03/2022,,Metz,Lens,0,0,D
13/03/2022,,Strasbourg,Monaco,1,0,H
13/03/2022,,Angers,Reims,0,1,A
13/03/2022,17:05,Lyon,Rennes,2,4,A
13/03/2022,20:45,Brest,Marseille,1,4,A
18/03/2022,21:00,Saint-Etienne,Troyes,1,1,D
19/03/2022,17:00,Lens,Clermont,3,1,H
19/03/2022,21:00,Nantes,Lille,0,1,A
20/03/2022,13:00,Monaco,PSG,3,0,H
20/03/2022,15:00,Lorient,Strasbourg,0,0,D
20/03/2022,,Bordeaux,Montpellier,0,2,A
20/03/2022,,Angers,Brest,1,0,H
20/03/2022,,Rennes,Metz,6,1,H
20/03/2022,17:05,Reims,Lyon,0,0,D
20/03/2022,20:45,Marseille,Nice,2,1,H
02/04/2022,17:00,Nice,Rennes,1,1,D
02/04/2022,19:00,Lille,Bordeaux,0,0,D
03/04/2022,13:00,Strasbourg,Lens,1,0,H
03/04/2022,15:00,Saint-Etienne,Marseille,2,4,A
03/04/2022,,Clermont,Nantes,2,3,A
03/04/2022,,Troyes,Reims,1,0,H
03/04/2022,,Metz,Monaco,1,2,A
03/04/2022,,Montpellier,Brest,1,2,A
03/04/2022,17:05,Lyon,Angers,3,2,H
03/04/2022,20:45,PSG,Lorient,5,1,H
08/04/2022,21:00,Lorient,Saint-Etienne,6,2,H
09/04/2022,17:00,Reims,Rennes,2,3,A
09/04/2022,21:00,Clermont,PSG,1,6,A
10/04/2022,13:00,Bordeaux,Metz,3,1,H
10/04/2022,15:00,Monaco,Troyes,2,1,H
10/04/2022,,Angers,Lille,1,1,D
10/04/2022,,Brest,Nantes,1,1,D
10/04/2022,17:05,Lens,Nice,3,0,H
10/04/2022,19:00,Strasbourg,Lyon,1,1,D
10/04/2022,21:00,Marseille,Montpellier,2,0,H
15/04/2022,21:00,Rennes,Monaco,2,3,A
16/04/2022,17:00,Saint-Etienne,Brest,2,1,H
16/04/2022,21:00,Lille,Lens,1,2,A
17/04/2022,13:00,Nice,Lorient,2,1,H
17/04/2022,15:00,Troyes,Strasbourg,1,1,D
17/04/2022,,Metz,Clermont,1,1,D
17/04/2022,,Nantes,Angers,1,1,D
17/04/2022,,Montpellier,Reims,0,0,D
17/04/2022,17:05,Lyon,Bordeaux,6,1,H
17/04/2022,20:45,PSG,Marseille,2,1,H
20/04/2022,19:00,Monaco,Nice,1,0,H
20/04/2022,,Troyes,Clermont,0,1,A
20/04/2022,,Lorient,Metz,1,0,H
20/04/2022,,Bordeaux,Saint-Etienne,2,2,D
20/04/2022,,Reims,Lille,2,1,H
20/04/2022,21:00,Marseille,Nantes,3,2,H
20/04/2022,,Strasbourg,Rennes,2,1,H
20/04/2022,,Lens,Montpellier,2,0,H
20/04/2022,,Angers,PSG,0,3,A
20/04/2022,,Brest,Lyon,2,1,H
23/04/2022,17:00,Lyon,Montpellier,5,2,H
23/04/2022,19:00,Saint-Etienne,Monaco,1,4,A
23/04/2022,21:00,PSG,Lens,1,1,D
24/04/2022,13:00,Rennes,Lorient,5,0,H
24/04/2022,15:00,Clermont,Angers,2,2,D
24/04/2022,,Metz,Brest,0,1,A
24/04/2022,,Nantes,Bordeaux,5,3,H
24/04/2022,,Nice,Troyes,1,0,H
24/04/2022,17:05,Lille,Strasbourg,1,0,H
24/04/2022,20:45,Reims,Marseille,0,1,A
29/04/2022,21:00,Strasbourg,PSG,3,3,D
30/04/2022,17:00,Lens,Nantes,2,2,D
30/04/2022,21:00,Rennes,Saint-Etienne,2,0,H
01/05/2022,13:00,Troyes,Lille,3,0,H
01/05/2022,15:00,Monaco,Angers,2,0,H
01/05/2022,,Lorient,Reims,1,2,A
01/05/2022,,Montpellier,Metz,2,2,D
01/05/2022,,Brest,Clermont,2,0,H
01/05/2022,17:05,Bordeaux,Nice,0,1,A
01/05/2022,20:45,Marseille,Lyon,0,3,A
06/05/2022,21:00,Lille,Monaco,1,2,A
07/05/2022,17:00,Brest,Strasbourg,0,1,A
08/05/2022,13:00,Metz,Lyon,3,2,H
08/05/2022,15:00,Clermont,Montpellier,2,1,H
08/05/2022,,Angers,Bordeaux,4,1,H
08/05/2022,,Reims,Lens,1,2,A
08/05/2022,17:05,Lorient,Marseille,0,3,A
08/05/2022,20:45,PSG,Troyes,2,2,D
11/05/2022,19:00,Nice,Saint-Etienne,4,2,H
11/05/2022,21:00,Nantes,Rennes,2,1,H
14/05/2022,21:00,Monaco,Brest,4,2,H
14/05/2022,,Saint-Etienne,Reims,1,2,A
14/05/2022,,Troyes,Lens,1,3,A
14/05/2022,,Metz,Angers,1,0,H
14/05/2022,,Bordeaux,Lorient,0,0,D
14/05/2022,,Montpellier,PSG,0,4,A
14/05/2022,,Nice,Lille,1,3,A
14/05/2022,,Lyon,Nantes,3,2,H
14/05/2022,,Strasbourg,Clermont,1,0,H
14/05/2022,,Rennes,Marseille,2,0,H
21/05/2022,21:00,Clermont,Lyon,1,2,A
21/05/2022,,Lorient,Troyes,1,1,D
21/05/2022,,Nantes,Saint-Etienne,1,1,D
21/05/2022,,Marseille,Strasbourg,4,0,H
21/05/2022,,Lille,Rennes,2,2,D
21/05/2022,,PSG,Metz,5,0,H
21/05/2022,,Lens,Monaco,2,2,D
21/05/2022,,Angers,Montpellier,2,0,H
21/05/2022,,Brest,Bordeaux,2,4,A
21/05/2022,,Reims,Nice,2,3,A
05/08/2022,21:00,Lyon,Ajaccio,2,1,H
06/08/2022,17:00,Strasbourg,Monaco,1,2,A
06/08/2022,21:00,Clermont,PSG,0,5,A
07/08/2022,13:00,Toulouse,Nice,1,1,D
07/08/2022,15:00,Montpellier,Troyes,3,2,H
07/08/2022,,Lille,Auxerre,4,1,H
07/08/2022,,Lens,Brest,3,2,H
07/08/2022,,Angers,Nantes,0,0,D
07/08/2022,17:05,Rennes,Lorient,0,1,A
07/08/2022,20:45,Marseille,Reims,4,1,H
12/08/2022,21:00,Nantes,Lille,1,1,D
13/08/2022,17:00,Monaco,Rennes,1,1,D
13/08/2022,21:00,PSG,Montpellier,5,2,H
14/08/2022,15:00,Ajaccio,Lens,0,0,D
14/08/2022,,Auxerre,Angers,2,2,D
14/08/2022,,Troyes,Toulouse,0,3,A
14/08/2022,,Reims,Clermont,2,4,A
14/08/2022,17:05,Nice,Strasbourg,1,1,D
14/08/2022,20:45,Brest,Marseille,1,1,D
07/09/2022,19:00,Lorient,Lyon,3,1,H
19/08/2022,21:00,Lyon,Troyes,4,1,H
20/08/2022,17:00,Monaco,Lens,1,4,A
20/08/2022,21:00,Marseille,Nantes,2,1,H
21/08/2022,13:00,Strasbourg,Reims,1,1,D
21/08/2022,15:00,Clermont,Nice,1,0,H
21/08/2022,,Toulouse,Lorient,2,2,D
21/08/2022,,Montpellier,Auxerre,1,2,A
21/08/2022,,Angers,Brest,1,3,A
21/08/2022,17:05,Rennes,Ajaccio,2,1,H
21/08/2022,20:45,Lille,PSG,1,7,A
26/08/2022,21:00,Ajaccio,Lille,1,3,A
27/08/2022,17:00,Auxerre,Strasbourg,1,0,H
27/08/2022,21:00,Lens,Rennes,2,1,H
28/08/2022,13:00,Nantes,Toulouse,3,1,H
28/08/2022,15:00,Troyes,Angers,3,1,H
28/08/2022,,Lorient,Clermont,2,1,H
28/08/2022,,Nice,Marseille,0,3,A
28/08/2022,,Brest,Montpellier,0,7,A
28/08/2022,17:05,Reims,Lyon,1,1,D
28/08/2022,20:45,PSG,Monaco,1,1,D
31/08/2022,19:00,Monaco,Troyes,2,4,A
31/08/2022,,Montpellier,Ajaccio,2,0,H
31/08/2022,,Lyon,Auxerre,2,1,H
31/08/2022,,Strasbourg,Nantes,1,1,D
31/08/2022,,Angers,Reims,2,4,A
31/08/2022,21:00,Toulouse,PSG,0,3,A
31/08/2022,,Marseille,Clermont,1,0,H
31/08/2022,,Lille,Nice,1,2,A
31/08/2022,,Lens,Lorient,5,2,H
31/08/2022,,Rennes,Brest,3,1,H
03/09/2022,17:00,Auxerre,Marseille,0,2,A
03/09/2022,19:00,Lyon,Angers,5,0,H
03/09/2022,21:00,Nantes,PSG,0,3,A
04/09/2022,13:00,Montpellier,Lille,1,3,A
04/09/2022,15:00,Ajaccio,Lorient,0,1,A
04/09/2022,,Clermont,Toulouse,2,0,H
04/09/2022,,Brest,Strasbourg,1,1,D
04/09/2022,,Reims,Lens,1,1,D
04/09/2022,17:05,Troyes,Rennes,1,1,D
04/09/2022,20:45,Nice,Monaco,0,1,A
09/09/2022,21:00,Lens,Troyes,1,0,H
10/09/2022,17:00,PSG,Brest,1,0,H
10/09/2022,21:00,Marseille,Lille,2,1,H
11/09/2022,13:00,Strasbourg,Clermont,0,0,D
11/09/2022,15:00,Ajaccio,Nice,0,1,A
11/09/2022,,Lorient,Nantes,3,2,H
11/09/2022,,Toulouse,Reims,1,0,H
11/09/2022,,Angers,Montpellier,2,1,H
11/09/2022,17:05,Rennes,Auxerre,5,0,H
11/09/2022,20:45,Monaco,Lyon,2,1,H
16/09/2022,21:00,Auxerre,Lorient,1,3,A
17/09/2022,17:00,Montpellier,Strasbourg,2,1,H
17/09/2022,21:00,Lille,Toulouse,2,1,H
18/09/2022,13:00,Reims,Monaco,0,3,A
18/09/2022,15:00,Clermont,Troyes,1,3,A
18/09/2022,,Nice,Angers,0,1,A
18/09/2022,,Marseille,Rennes,1,1,D
18/09/2022,,Brest,Ajaccio,0,1,A
18/09/2022,17:05,Nantes,Lens,0,0,D
18/09/2022,20:45,Lyon,PSG,0,1,A
30/09/2022,21:00,Angers,Marseille,0,3,A
01/10/2022,17:00,Strasbourg,Rennes,1,3,A
01/10/2022,21:00,PSG,Nice,2,1,H
02/10/2022,13:00,Lorient,Lille,2,1,H
02/10/2022,15:00,Ajaccio,Clermont,1,3,A
02/10/2022,,Auxerre,Brest,1,1,D
02/10/2022,,Troyes,Reims,2,2,D
02/10/2022,,Toulouse,Montpellier,4,2,H
02/10/2022,17:05,Monaco,Nantes,4,1,H
02/10/2022,20:45,Lens,Lyon,1,0,H
07/10/2022,21:00,Lyon,Toulouse,1,1,D
08/10/2022,17:00,Marseille,Ajaccio,1,2,A
08/10/2022,21:00,Reims,PSG,0,0,D
09/10/2022,13:00,Montpellier,Monaco,0,2,A
09/10/2022,15:00,Clermont,Auxerre,2,1,H
09/10/2022,,Nice,Troyes,3,2,H
09/10/2022,,Angers,Strasbourg,2,3,A
09/10/2022,,Brest,Lorient,1,2,A
09/10/2022,17:05,Rennes,Nantes,3,0,H
09/10/2022,20:45,Lille,Lens,1,0,H
14/10/2022,21:00,Strasbourg,Lille,0,3,A
15/10/2022,17:00,Lorient,Reims,0,0,D
15/10/2022,21:00,Lens,Montpellier,1,0,H
16/10/2022,13:00,Toulouse,Angers,3,2,H
16/10/2022,15:00,Auxerre,Nice,1,1,D
16/10/2022,,Troyes,Ajaccio,1,1,D
